TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX,ITEM_F001,ITEM_F002,ITEM_F003,ITEM_F004,ITEM_F005,ITEM_F006,ITEM_F007,ITEM_F008,ITEM_F009,ITEM_F010,ITEM_F011,ITEM_F012,ITEM_F013,ITEM_F014,ITEM_F015,ITEM_F016,ITEM_F017,ITEM_F018,ITEM_F019,ITEM_F020,ITEM_F021,ITEM_F022,ITEM_F023,ITEM_F024,ITEM_F025,ITEM_F026,ITEM_F027,ITEM_F028,ITEM_F029,ITEM_F030,ITEM_F031,ITEM_F032,ITEM_F033,ITEM_F034,ITEM_F035,ITEM_F036,ITEM_F037,ITEM_F038,ITEM_F039,ITEM_F040,ITEM_F041
4,사천,성인,출장,25,관리자,참가증,20200316,M,170.8,99.2,36.3,,83,125,45.9,46.9,,,,0.8,,,,,,34.0,44,34,10.38,194,,,,,,47.2,,36.4,,,,,,,,,,,
5,사천,성인,일반,29,관리자,참가증,20200316,F,163.6,88.9,46.9,,82,120,36.1,37.1,,,,7.1,,,,,,33.2,28,14,14.56,134,,,,,,41.7,,23.8,,,,,,,,,,,
1,강릉,성인,일반,24,인바디,3등급,20200304,M,170.1,72.68,21.2,85.4,78.0,130.0,39.9,42.8,,,,35.2,,,,,,25.1,43,77,30.0,295.0,,,,,,58.8,,50.4,,,,,,,,,,,
7,사천,성인,출장,24,관리자,1등급,20200316,F,167,65.8,34.7,,81,119,28,34.2,,,,19.8,,,,,,23.6,55,32,13.59,162,,,,,,51.9,,35.5,,,,,,,,,,,
8,사천,성인,출장,25,관리자,1등급,20200316,F,162,51.4,24.6,,84,120,24.5,31.4,,,,20.4,,,,,,19.6,52,30,11,181,,,,,,61.0,,37.1,,,,,,,,,,,
4,사천,성인,출장,22,관리자,참가증,20200316,F,162.2,62.4,42.5,,84,120,22,20.1,,,,3.1,,,,,,23.7,23,24,12,127,,,,,,35.2,,33.6,,,,,,,,,,,
8,사천,성인,출장,55,관리자,1등급,20200316,F,154,49.5,27.4,,81,120,24.4,25,,,,24.8,,,,,,20.9,55,46,12.43,162,,,,,,50.5,,41,,,,,,,,,,,
10,사천,성인,출장,52,관리자,1등급,20200316,F,160,58.5,29.5,,83,125,28.8,27.9,,,,31.9,,,,,,22.9,39,38,12.78,127,,,,,,49.2,,37.3,,,,,,,,,,,
1,사천,성인,출장,28,관리자,참가증,20200316,M,193.4,96.2,17.4,,84,120,44.8,52.9,,,,-9.3,,,,,,25.7,51,100,9.50,237,,,,,,54.9,,51.6,,,,,,,,,,,
3,사천,성인,출장,29,관리자,2등급,20200316,M,175.6,77,20.6,,78,118,43.8,45.3,,,,13.3,,,,,,25.0,50,100,9.59,201,,,,,,58.8,,54.7,,,,,,,,,,,
2,사천,성인,출장,45,관리자,1등급,20200316,M,173,71,22.8,,89,120,48.8,48.8,,,,20.9,,,,,,23.7,54,72,10.12,212,,,,,,68.7,,47.8,,,,,,,,,,,
1,사천,성인,출장,41,관리자,참가증,20200316,M,179.6,95.8,28.1,,84,120,49.3,49.3,,,,19.3,,,,,,29.7,44,52,10.03,216,,,,,,51.4,,39.7,,,,,,,,,,,
1,사천,성인,출장,31,관리자,참가증,20200316,M,179.7,85.2,20,,84,120,39.5,59.3,,,,-16.4,,,,,,26.4,44,52,10.59,233,,,,,,69.6,,42,,,,,,,,,,,
9,사천,성인,출장,32,관리자,1등급,20200316,F,179.5,75.2,32,,83,120,34.2,39.7,,,,32.9,,,,,,23.3,40,44,11.47,169,,,,,,52.7,,37.6,,,,,,,,,,,
5,사천,성인,출장,37,관리자,참가증,20200316,F,169.3,68.4,32.7,,83,122,22.4,22.2,,,,-15.9,,,,,,23.9,17,17,14.09,148,,,,,,32.7,,30.1,,,,,,,,,,,
9,사천,성인,출장,62,관리자,참가증,20200316,F,145.1,55.7,33.8,,81,124,24.2,25,,,,22.6,,,,,,26.5,15,15,17.68,98,,,,,,44.8,,30.1,,,,,,,,,,,
1,목포,성인,일반,19,관리자,참가증,20200318,M,172.9,83.5,27.9,,82,151,29.8,29.1,,,,1.9,,,,,,27.9,18,23,12.4,168,,,,,,35.6,,36.6,,,,,,,,,,,
1,목포,성인,일반,39,관리자,참가증,20200317,F,158.6,74,37.7,,75,127,32.9,30.1,,,,9.5,,,,,,29.4,16,9,16.09,112,,,,,,44.4,,26.5,,,,,,,,,,,
1,목포,성인,일반,43,관리자,참가증,20200317,M,164.2,76.3,30.4,,80,130,43.2,39.7,,,,12,,,,,,28.3,27,22,12.82,172,,,,,,56.6,,35.7,,,,,,,,,,,
1,목포,성인,일반,34,관리자,참가증,20200317,F,167.4,82.9,29.7,,80,160,34.8,38.8,,,,1,,,,,,29.6,0,9,16.16,112,,,,,,46.8,,25.4,,,,,,,,,,,
1,목포,성인,일반,34,관리자,참가증,20200317,M,176.3,53.8,17.1,,74,117,40.5,38.7,,,,-3.3,,,,,,17.3,43,30,12.56,,,,,,,75.2,,41.3,,,,,,,,,,,
1,목포,성인,일반,50,관리자,참가증,20200317,F,163.1,59.1,16.8,,86,148,28.5,31.8,,,,24.5,,,,,,22.2,14,,18.34,126,,,,,,53.8,,,,,,,,,,,,,
3,KSPO송파(출장A),성인,출장,29,관리자,1등급,20200317,F,160.3,50.5,25.6,63.9,76,126,26.6,26.9,,,,23.5,,,,,,19.7,34,32,11.33,174,,,,,,53.2,,37.7,,,,,,,,,,,
1,사천,성인,출장,38,관리자,2등급,20200316,M,178.3,78.1,19.6,,83,120,46.8,45.9,,,,21.1,,,,,,24.6,47,70,10.28,223,,,,,,59.9,,46.7,,,,,,,,,,,
1,목포,성인,일반,26,관리자,참가증,20200317,M,178.8,63.8,14.5,,77,124,34.9,39,,,,0.5,,,,,,20.0,33,21,12.36,174,,,,,,61.1,,38.3,,,,,,,,,,,
1,목포,성인,일반,21,관리자,참가증,20200317,M,171.1,88.3,29,,99,146,49.5,46.5,,,,3.7,,,,,,30.2,42,20,11.2,187,,,,,,56.0,,35.1,,,,,,,,,,,
1,목포,성인,일반,37,관리자,참가증,20200317,F,157.8,64.6,25.9,,82,136,26.9,25.6,,,,14.4,,,,,,25.9,26,10,14.48,117,,,,,,41.6,,28.4,,,,,,,,,,,
7,목포,성인,일반,44,관리자,참가증,20200317,M,162,46.1,17.6,,90,138,36.7,42,,,,9.3,,,,,,17.6,30,32,12.28,193,,,,,,91.1,,42.4,,,,,,,,,,,
