TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,PRES_NOTE,TEST_SEX
1,남구(부산),청소년,출장,14,관리자,참가증,20210706,"본운동:엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기,팔굽혀펴기,네발기기 자세에서 다리 위로 뻗어올리기,허리 스트레칭,고양이 자세,요통을 위한 스트레칭1",F
1,남구(부산),청소년,출장,15,관리자,1등급,20210706,"준비운동:팔벌려뛰기,버피운동,한발 앞으로 내밀고 앉았다 일어서기,서서 균형잡기,옆으로 누워 버티기",F
1,남구(부산),청소년,출장,15,관리자,2등급,20210706,"준비운동:팔벌려뛰기,버피운동,한발 앞으로 내밀고 앉았다 일어서기,서서 균형잡기,옆으로 누워 버티기",M
1,중구(서울),성인,일반,30,,참가증,20210706,"준비운동:허리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,누워서 굽힌 다리 펴기 / 본운동:서서 상체 일으키기",F
1,남구(부산),청소년,출장,15,관리자,3등급,20210706,"본운동:앉아서 다리 밀기,앉아서 다리 펴기,앉아서 다리 굽히기,앉았다 일어서기,엎드려 버티기,팔굽혀펴기",F
1,남구(부산),청소년,출장,15,관리자,참가증,20210706,"본운동:앉아서 다리 밀기,앉아서 다리 펴기,앉아서 다리 굽히기,앉았다 일어서기,엎드려 버티기,팔굽혀펴기",M
1,남구(부산),청소년,출장,15,관리자,2등급,20210706,"본운동:전신 루틴 스트레칭,옆구리 스트레칭,하지 루틴 스트레칭1",M
1,남구(부산),청소년,출장,15,관리자,참가증,20210706,"본운동:달리기,실내 자전거타기,트레드밀에서 걷기,줄넘기,수영,계단 올라갔다 내려오기",M
2,강북,유소년,출장,12,관리자,참가증,20210706,"준비운동:팔꿈치 굽히기,윗몸올리기 ,줄넘기",F
2,강북,유소년,출장,11,관리자,참가증,20210706,"준비운동:팔꿈치 굽히기,윗몸올리기 ,볼 튕기면서 스쿼트",F
2,강북,유소년,출장,11,관리자,참가증,20210706,"준비운동:팔꿈치 굽히기,윗몸올리기 ,볼 튕기면서 스쿼트",F
1,KSPO광주(출장),청소년,출장,18,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,북구(광주),성인,일반,40,관리자,참가증,20210706,"본운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭",F
3,KSPO광주(출장),청소년,출장,17,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,KSPO광주(출장),청소년,출장,18,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,KSPO광주(출장),청소년,출장,18,관리자,3등급,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",F
2,의정부,청소년,출장,17,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램,줄넘기,저항밴드 운동  루틴프로그램",F
1,양평,성인,일반,21,,참가증,20210702,"본운동:허리 스트레칭,요통을 위한 스트레칭1 / 마무리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2",M
2,KSPO광주(출장),청소년,출장,17,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,남구(부산),청소년,출장,13,관리자,참가증,20210702,"본운동:양 손 번갈아 공 튀기기,공 위로 던지고 제자리 돌아 받기,공 던져 색깔 맞추기,계이름 치기",M
1,KSPO광주(출장),청소년,출장,16,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,KSPO광주(출장),청소년,출장,16,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,고양,성인,일반,34,관리자,3등급,20210703,"본운동:앉았다 일어서기,윗몸올리기  / 마무리운동:엎드려 버티기",M
3,동작,노인,일반,75,관리자,3등급,20210701,"준비운동:실내 자전거타기,바벨 끌어당기기,스텝퍼 옆으로 뛰어넘기,사다리 좌우 뛰기,막대 잡고 대각선으로 팔 들어올리기",M
1,KSPO광주(출장),청소년,출장,16,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,KSPO광주(출장),청소년,출장,17,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
2,제주,청소년,일반,18,관리자,3등급,20210706,"준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭1 / 본운동:달리기,걷기,누워서 다리 들어올리기,누워서 다리 좌우로 움직이기,윗몸올리기 ,엎드려 버티기 / 마무리운동:전신 루틴 스트레칭,배스트레칭,허리 스트레칭",M
1,제주,성인,일반,43,관리자,2등급,20210706,"준비운동:조깅,걷기 / 본운동:전신 루틴 스트레칭,넙다리 안쪽 스트레칭,넙다리 뒤쪽 스트레칭,옆구리 스트레칭,넙다리 앞쪽 스트레칭,엉덩이 스트레칭,배스트레칭,허리 스트레칭,목 스트레칭",F
3,KSPO광주(출장),청소년,출장,18,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,의정부,청소년,출장,16,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,16,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,16,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,17,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,17,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,17,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,17,관리자,3등급,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,18,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,KSPO광주(출장),청소년,출장,16,관리자,참가증,20210706,"준비운동:깍지 끼고 상체 숙이기,양팔 벌려 전신 비틀기 / 본운동:밴드 걸고 옆으로 누워 다리 올리기,의자 앉아 다리로 짐볼 쥐기,밴드 잡고 누워서 다리 밀기 / 마무리운동:내전근 스트레칭,대퇴사두근 스트레칭",M
1,의정부,청소년,출장,18,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,17,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,구미,청소년,일반,18,관리자,참가증,20210702,"본운동:달리기,실내 자전거타기,줄넘기,계단 올라갔다 내려오기,스텝퍼 뛰어서 오르내리기,무릎 높여 제자리 달리기,팔벌려뛰기,버피운동",F
1,구미,청소년,일반,17,관리자,3등급,20210702,"본운동:달리기,실내 자전거타기,트레드밀에서 걷기,계단 올라갔다 내려오기,스텝퍼 뛰어서 오르내리기,스텝퍼 옆으로 뛰어넘기,팔벌려뛰기,버피운동",F
4,세종,성인,일반,28,관리자,2등급,20210706,"준비운동:걷기,유산소 운동 전 동적 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,팔벌려뛰기,사다리 옆으로 발 옮기기,옆으로 펀치하기,스텝퍼 오르내리기,무릎 높여 제자리 달리기 / 마무리운동:전신 루틴 스트레칭",M
2,제주,성인,일반,53,관리자,1등급,20210706,"준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭1 / 본운동:달리기,걷기,누워서 다리 들어올리기,누워서 다리 좌우로 움직이기,윗몸올리기 ,엎드려 버티기 / 마무리운동:전신 루틴 스트레칭,배스트레칭,허리 스트레칭",F
1,세종,성인,일반,38,관리자,3등급,20210706,"준비운동:걷기,유산소 운동 전 동적 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,팔벌려뛰기,사다리 옆으로 발 옮기기,옆으로 펀치하기,스텝퍼 오르내리기,무릎 높여 제자리 달리기 / 마무리운동:전신 루틴 스트레칭",F
2,창원마산회원,성인,일반,23,관리자,3등급,20210706,"준비운동:엉덩이 스트레칭,전신 루틴 스트레칭 / 본운동:달리기 / 마무리운동:넙다리 안쪽 스트레칭,허리 스트레칭,몸통 앞으로 굽혀 걷기",M
1,KSPO송파(출장A),성인,출장,28,관리자,3등급,20210706,준비운동:배 스트레칭,M
2,의정부,청소년,출장,17,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,17,관리자,참가증,20210705,"준비운동:동적 스트레칭 루틴프로그램,줄넘기,저항밴드 운동  루틴프로그램",F
4,강릉,청소년,일반,18,관리자,2등급,20210702,"본운동:뒤로 팔굽혀펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기",M
1,의정부,청소년,출장,16,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,17,관리자,참가증,20210706,"본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2,옆구리 스트레칭,엉덩이 스트레칭",F
1,의정부,청소년,출장,16,관리자,2등급,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,17,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,16,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,의정부,청소년,출장,17,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,KSPO대구,청소년,일반,18,,3등급,20210707,"준비운동:제자리 뛰기,엎드려 무릎 연속 차기,트레드밀에서 걷기,실내 자전거타기",M
2,의정부,청소년,출장,18,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
4,의정부,청소년,출장,16,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,17,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,18,관리자,참가증,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
2,의정부,청소년,출장,18,관리자,3등급,20210706,"준비운동:동적 스트레칭 루틴프로그램 / 본운동:줄넘기 운동,저항밴드 운동  루틴프로그램",F
1,KSPO송파(출장A),성인,출장,29,관리자,참가증,20210706,준비운동:배 스트레칭,M
1,KSPO송파(출장A),성인,출장,24,관리자,참가증,20210705,준비운동:배 스트레칭,M
