TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX,ITEM_F001,ITEM_F002,ITEM_F003,ITEM_F004,ITEM_F005,ITEM_F006,ITEM_F007,ITEM_F008,ITEM_F009,ITEM_F010,ITEM_F011,ITEM_F012,ITEM_F013,ITEM_F014,ITEM_F015,ITEM_F016,ITEM_F017,ITEM_F018,ITEM_F019,ITEM_F020,ITEM_F021,ITEM_F022,ITEM_F023,ITEM_F024,ITEM_F025,ITEM_F026,ITEM_F027,ITEM_F028,ITEM_F029,ITEM_F030,ITEM_F031,ITEM_F032,ITEM_F033,ITEM_F034,ITEM_F035,ITEM_F036,ITEM_F037,ITEM_F038,ITEM_F039,ITEM_F040,ITEM_F041
1,마포,성인,일반,26,관리자,참가증,20190102,M,175,81.5,24.8,,89,141,36,45.2,,,,-7.9,,,,,,26.6,37,32,11.75,182,,,,,,55.4,,38.4,,,,,,,,,,,
1,마포,성인,일반,64,관리자,참가증,20190102,F,157.6,60.4,26.8,,73,131,25.4,28.3,,,,23.2,,,,,,24.3,5,8,15.77,118,,,,,,46.8,,27.4,,,,,,,,,,,
1,춘천,청소년,출장,18,관리자,참가증,20190102,M,175.9,68.9,23.9,72,82,122,34.1,29,30,,,5.1,20.87,0.487,54.827,12,55.379,22.3,,30,,,,,,,,49.4,,40.4,,,,,,,,,,,
1,춘천,청소년,출장,18,관리자,참가증,20190102,M,166.8,79.5,31.9,96.3,82,119,34,36.1,23,,,-9.7,19.19,0.521,49.676,6,49.952,28.6,,36,,,,,,,,45.4,,40.4,,,,,,,,,,,
1,춘천,성인,일반,34,인바디,참가증,20190102,F,160.1,66.84,39.7,91.1,71.0,136.0,20.3,24.8,,,,12.2,,,,,,26.1,26,9,13.22,135.0,,,,,,37.1,,27.8,,,,,,,,,,,
2,순천,성인,일반,22,인바디,참가증,20190102,F,171.0,52.88,26.4,72.2,80.0,120.0,22.2,26.8,,,,-0.9,,,,,,18.1,45,,13.2,168.0,,,,,,50.6,,,77,101,128,,42.1,,,,,,
3,연수,성인,출장,21,관리자,3등급,20190102,F,159.5,63.3,36.7,,80,131,22.5,25.1,,,,16.7,,,,,,24.9,26,34,12.40,130,,,,,,39.6,,36.5,,,,,,,,,,,
1,춘천,청소년,출장,18,관리자,참가증,20190102,M,180.3,119.3,37.4,127.6,91,154,33.8,28.2,24,,,-4,23.18,0.412,60.556,10,61.016,36.7,,15,,,,,,,,28.3,,29.4,,,,,,,,,,,
1,연수,성인,출장,24,관리자,2등급,20190102,M,174,72,23.7,,76,142,40.4,51.6,,,,15.9,,,,,,23.8,54,51,10.69,222,,,,,,71.6,,44.4,,,,,,,,,,,
1,춘천,청소년,출장,18,관리자,참가증,20190102,M,179.1,53.6,10,71.1,65,114,29.9,33.2,16,,,-14.5,19.32,0.483,52.428,8,52.796,16.7,,35,,,,,,,,61.9,,43.7,,,,,,,,,,,
1,순천,청소년,일반,15,인바디,참가증,20190102,F,162.1,80.02,37.8,101.8,80.0,125.0,33.1,31.8,,36,,6.2,28.2,0.387,63.0,7,63.322,30.5,,12,,,,,,,,41.3,,27.4,,,,,,,,,,,
1,춘천,성인,일반,19,관리자,참가증,20190102,F,158.3,72.4,41.7,97.4,79,120,19.8,21.2,,,,-1.2,,,,,,28.9,17,9,13.82,130,,,,,,29.2,,27.5,,,,,,,,,,,
1,노원,성인,일반,61,관리자,2등급,20190102,M,165.9,73.4,26.3,89,98,152,38.3,38.6,,,,14.4,,,,,,26.7,40,30,12.55,186,,,,,,52.5,,36.5,,,,,,,,,,,
2,원주,청소년,일반,13,관리자,2등급,20190102,F,166.8,55.4,24.5,67,68,112,24.5,24,,45,,16.7,22.97,0.563,63.377,9,63.791,19.9,,46,,,,,,,,44.2,,41.9,,,,,,,,,,,
1,금천,성인,일반,61,관리자,2등급,20190102,M,166.4,72.0,27.3,89.0,82,136,39.5,39.8,,,,17.1,,,,,,26.0,46,22,13.62,180,,,,,,55.2,,34.8,,,,,,,,,,,
1,마포,성인,일반,40,관리자,3등급,20190102,F,159.7,62.6,32.7,,71,106,20.4,24.4,,,,22.7,,,,,,24.5,25,,13.18,154,,,,,,38.9,,,,,,,,104,34.3,,,,
1,춘천,청소년,출장,15,관리자,참가증,20190103,F,153.1,62.9,42.1,85,73,143,12.4,17.4,26,,,6.2,26.72,0.413,47.627,10,48.087,26.8,,18,,,,,,,,27.6,,31.8,,,,,,,,,,,
1,춘천,청소년,출장,15,관리자,참가증,20190103,F,164.9,71.2,39.4,92.9,71,124,21.7,24,37,,,14,27.55,0.431,47.437,7,47.759,26.2,,26,,,,,,,,33.7,,59.9,,,,,,,,,,,
1,춘천,청소년,출장,15,관리자,1등급,20190103,M,175.2,59.3,11.2,72.6,69,135,36,35.3,80,,,12,17.29,0.595,49.729,5,49.959,19.3,,62,,,,,,,,60.7,,49.5,,,,,,,,,,,
1,춘천,청소년,출장,15,관리자,참가증,20190103,F,156.4,59.9,39.3,84.4,69,124,13.9,8.3,10,,,23.6,28.21,0.376,70.912,7,71.234,24.5,,16,,,,,,,,23.2,,31.8,,,,,,,,,,,
