TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,PRES_NOTE,TEST_SEX
1,남구(울산),성인,출장,27,관리자,2등급,20200902,"본운동:소파를 이용한 윗몸올리기,엎드려 버티기,누워서 다리 들어올리기,누워서 엉덩이 들어올리기,네발기기 자세로 팔 다리 들기,엎드려서 팔 다리 들기,네발기기 자세에서 다리 위로 뻗어올리기,팔굽혀펴기,서서 다리 뒤로 차기",F
1,계룡,성인,일반,20,관리자,3등급,20200915,"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기,한발 앞으로 내밀고 앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기,앉아서 다리 펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기,달리기,실내 자전거타기 / 마무리운동:전신 루틴 스트레칭,자가근막이완술 루틴 스트레칭,하지 루틴 스트레칭2,등/어깨 뒤쪽 스트레칭",M
1,계룡,성인,일반,19,관리자,3등급,20200917,"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기,한발 앞으로 내밀고 앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기,앉아서 다리 펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기,달리기,실내 자전거타기 / 마무리운동:전신 루틴 스트레칭,자가근막이완술 루틴 스트레칭,하지 루틴 스트레칭2,등/어깨 뒤쪽 스트레칭",M
1,군산,청소년,출장,15,관리자,참가증,20200908,"본운동:걷기,조깅,자전거타기,줄넘기 운동,수영",M
1,목포,청소년,출장,14,관리자,참가증,20200922,"준비운동:걷기,조깅,자전거타기,줄넘기 운동,수영",F
2,계룡,성인,일반,19,관리자,참가증,20200917,"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기,한발 앞으로 내밀고 앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기,앉아서 다리 펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기,달리기,실내 자전거타기 / 마무리운동:전신 루틴 스트레칭,자가근막이완술 루틴 스트레칭,하지 루틴 스트레칭2,등/어깨 뒤쪽 스트레칭",M
1,목포,청소년,출장,14,관리자,참가증,20200922,"준비운동:걷기,조깅,자전거타기,줄넘기 운동,수영",F
1,목포,청소년,출장,14,관리자,참가증,20200922,"준비운동:걷기,조깅,자전거타기,줄넘기 운동,수영",F
1,계룡,성인,일반,23,관리자,참가증,20200915,"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기,한발 앞으로 내밀고 앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기,앉아서 다리 펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기,달리기,실내 자전거타기 / 마무리운동:전신 루틴 스트레칭,자가근막이완술 루틴 스트레칭,하지 루틴 스트레칭2,등/어깨 뒤쪽 스트레칭",M
1,계룡,성인,일반,22,관리자,3등급,20200915,"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기,한발 앞으로 내밀고 앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기,앉아서 다리 펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기,달리기,실내 자전거타기 / 마무리운동:전신 루틴 스트레칭,자가근막이완술 루틴 스트레칭,하지 루틴 스트레칭2,등/어깨 뒤쪽 스트레칭",M
