TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX,ITEM_F001,ITEM_F002,ITEM_F003,ITEM_F004,ITEM_F005,ITEM_F006,ITEM_F007,ITEM_F008,ITEM_F009,ITEM_F010,ITEM_F011,ITEM_F012,ITEM_F013,ITEM_F014,ITEM_F015,ITEM_F016,ITEM_F017,ITEM_F018,ITEM_F019,ITEM_F020,ITEM_F021,ITEM_F022,ITEM_F023,ITEM_F024,ITEM_F025,ITEM_F026,ITEM_F027,ITEM_F028,ITEM_F029,ITEM_F030,ITEM_F031,ITEM_F032,ITEM_F033,ITEM_F034,ITEM_F035,ITEM_F036,ITEM_F037,ITEM_F038,ITEM_F039,ITEM_F040,ITEM_F041
5,삼척,성인,일반,21,관리자,참가증,20201216,M,169.8,81.3,25.7,,89,140,23.8,35.2,,,,7.8,,,,,,28.2,42,,,196,,,,,,43.29,,,,,,,,94,46.6,,,0.423,
2,진천,성인,일반,27,관리자,3등급,20201202,M,175.6,73.4,22.7,82,73,133,44.1,46.8,,,,23.8,,,,,,23.8,41,,,207,,,,,,63.76,,,,,,,,120,43.5,,,0.340,
1,동구(인천),유소년,출장,12,관리자,참가증,20201201,F,162.3,72.9,,87,80,120,15,16.3,,,,-8.8,,,,,,27.7,,,,115,,,,,,22.35,,,,,,,,,,,,,
2,성남,성인,일반,55,관리자,2등급,20201202,M,179.3,85.1,26.4,,78,126,47.9,47.4,,,,20.8,,,,,,26.5,29,,,172,,,,,,56.28,,,,,,,,29,47.7,,,0.394,
1,제주,성인,일반,23,관리자,참가증,20201202,F,169.1,66.5,33.1,81.8,73,113,20,21.6,,,,20.9,,,,,,23.3,29,,,139,,,,,,32.48,,,89,153,177,,33.6,,,,,0.352,
3,광주,노인,일반,67,관리자,2등급,20201202,F,147.9,51.5,34.0,80,81,152,25.2,23.0,,,,21.4,,,,,,23.5,,,,,25,,118,6.00,22.54,48.93,,,,,,,,,,,,,
3,광주,성인,일반,21,관리자,2등급,20201202,F,162.5,55.4,28.1,67,74,111,25.1,25.7,,,,20.6,,,,,,21.0,41,,,158,,,,,,46.38,,,,,,,,116,38.4,,,0.414,
1,구미,성인,일반,52,관리자,참가증,20201202,F,161.4,67.6,35.4,,83,141,26.5,27.2,,,,5.1,,,,,,26.0,18,,,131,,,,,,40.23,,,,,,,,142,26.4,,,0.416,
3,마포,성인,일반,60,관리자,3등급,20201202,M,162.7,56.6,21.2,,80,136,34.2,39.4,,,,6.2,,,,,,21.4,27,,,183,,,,,,69.61,,,,,,,,135,42.6,,,0.381,
4,동구(인천),성인,일반,27,관리자,1등급,20201202,M,178.2,87.7,21.6,86,63,121,55.3,56.6,,,,21.3,,,,,,27.6,52,,,246.0,,,,,,64.53,,,,,,,,73,47.5,,,0.309,
2,달서,노인,일반,69,인바디,1등급,20201202,M,161.5,59.12,19.5,78.4,71.0,124.0,33.3,38.5,,,,18.6,,,,,,22.7,,,,,36,,131,4.62,18.93,65.1,,,,,,,,,,,,,
3,오산,노인,일반,68,관리자,3등급,20201202,F,149.4,61.4,38.9,86.2,77,132,24.9,23.1,,,,19.7,,,,,,27.5,,,,,20,,97,5.62,22.97,40.55,,,,,,,,,,,,,
1,KSPO광주,성인,일반,64,관리자,3등급,20201216,M,167.2,73.0,20.8,91.5,75,142,34.6,29.4,,,,18.7,,,,,,26.1,24,,,152,,,,,,47.39,,,,,,,,121,33.7,,,0.389,
2,달서,성인,일반,31,인바디,1등급,20201216,M,172.3,75.2,17.2,85.3,76.0,124.0,44.5,47.1,,,,16.0,,,,,,25.3,55,,9.9,240.0,,,,,,62.6,,,,,,,,101,44.6,,,,
1,제주,성인,일반,53,관리자,참가증,20201216,F,153.7,66.5,40.2,92.6,85,122,24.1,23.9,,,,13.9,,,,,,28.1,16,,,123,,,,,,36.24,,,95,114,142,,29.5,,,,,0.362,
